"","V1","V2"
"7990","MOOSE HEAD",1
"7991","ROMERO",1
"7992","TRANSYLVANIA",1
"7993","WATERS MEET",1
"7994","BLINKED SUDDENLY",1
"7995","MINUTES THEY",2
"7996","CABANA",4
"7997","DICKENS ON",1
"7998","ICEMEN",1
"7999","MINNESOTA",17
"8000","FIDGET",1
"8001","PREHISTORIC",2
"8002","WATSON",5
"8003","WRUNG",2
"8004","ARTILLERY",2
"8005","AVALANCHE",4
"8006","DEADLOCK",3
"8007","DRASTIC",1
"8008","DROOP",1
"8009","GLOOM",1
"8010","HEADBANGER",1
"8011","INFLUENCE CONVINCE",1
"8012","MUCK",3
"8013","OUT FORWARD",1
"8014","REGGAE",1
"8015","SHEDDING",2
"8016","CHEEKBONE",3
"8017","HYDROGENATE",3
"8018","SAC",9
"8019","WASTEWATER",1
"8020","WRAPAROUND",3
"8021","BEDFELLOW",1
"8022","BATTLE CREEK",1
"8023","GOLDWATER",2
"8024","GOOSE LAKE",2
"8025","CLARITY",2
"8026","DIABOLICAL",1
"8027","DREDGE",3
"8028","LARCH",1
"8029","LAUGH LIKE",1
"8030","PHOBIA",1
"8031","PROFITABLE",1
"8032","REALISTICALLY",3
"8033","SHRUB LINE",1
"8034","COLORLESS",1
"8035","GRACEFUL",6
"8036","INTERLOCUTOR",1
"8037","REYNOLDS",1
"8038","BUCKLEY",4
"8039","BESSIE",2
"8040","LEAVES STICKS",1
"8041","LUPUS",1
"8042","MINIMALIST",1
"8043","NUDGE",7
"8044","SNARE",1
"8045","OTTER",11
"8046","FORTE",1
"8047","REMODEL",1
"8048","WATCHFUL",3
"8049","BRIMLESS",2
"8050","WISP",3
"8051","LOVELESS",1
"8052","DELTA",9
"8053","EARLIER SAME",1
"8054","KEROSENE",4
"8055","RELEVANCE",1
"8056","SOLITAIRE",2
"8057","THIS PERHAPS",1
"8058","TRUMPET",4
"8059","WHAT WHO",1
"8060","WINDOW SCREEN",1
"8061","INSECURE",1
"8062","RAMBO",5
"8063","SODA",3
"8064","STRAITLACED",1
"8065","SUFFICE",3
"8066","GRAVES",4
"8067","LAKE VIEW",1
"8068","BLOB",1
"8069","BRAMPTON",1
"8070","TAD",2
"8071","COUNCILOR",9
"8072","IMAGINATIVE",1
"8073","PRANK",4
"8074","BROOKLYN",1
"8075","GLAD WIN",1
"8076","CHANEY",1
"8077","MIDAIR",2
"8078","WAKE FIELD",1
"8079","APPLIANCE",2
"8080","AWAY CLOSER",1
"8081","BEACH EXCEPT",1
"8082","FOOT AND",1
"8083","KNOWLEDGEABLE EVEN",1
"8084","OTHER ABOUT",1
"8085","PENTHOUSE",1
"8086","POPULATED MOSTLY",1
"8087","RILEY",2
"8088","SITE PHOTOGRAPHIC",1
"8089","SOMETHING SOMEBODY",1
"8090","VISIBLE ONLY",1
"8091","WOOD SPLAYING",1
"8092","WOODS ALSO",1
"8093","ARBUTUS",2
"8094","EROSION",5
"8095","GARFIELD",1
"8096","KYLE",4
"8097","PHI",2
"8098","PHIL",4
"8099","CRYPTIC",2
"8100","PINE CEDAR",1
"8101","UNSHAKABLE",1
"8102","ACTION ALL",1
"8103","BACKDOOR",6
"8104","BROIL",2
"8105","DIRECTIONS ALL",1
"8106","EXERT",2
"8107","FAST COVERING",1
"8108","GARAGE TOWARD",1
"8109","HOMES SO",1
"8110","ITSELF AND",1
"8111","LEFTY",1
"8112","MAYTAG",1
"8113","OUTSIDE THINKING",1
"8114","SOMETHING AND",1
"8115","SOUTHS",1
"8116","THEM AND",1
"8117","WERE AND",2
"8118","RUDOLPH",2
"8119","BIG FEET",2
"8120","DEAD SKUNK",1
"8121","ENOUGH THAT",1
"8122","IT THEM",1
"8123","LANDOWNER",7
"8124","MOURNFUL",10
"8125","TRAMPOLINE",1
"8126","FETCH",6
"8127","FLUFFY",5
"8128","FOSSE",1
"8129","PRATTLE",1
"8130","TAMARACK",2
"8131","COOP",3
"8132","EMBLEM",1
"8133","OCH",4
"8134","FF",6
"8135","DICT",3
"8136","FORESTLAND",3
"8137","GAME THIS",1
"8138","KICKER WE",1
"8139","RHUBARB",1
"8140","DIRECTION TO",1
"8141","HARRIS VILE",1
"8142","AGAIN THIS",3
"8143","DAFT",1
"8144","GARAGE THIS",1
"8145","GOBLIN",1
"8146","MAY WITH",1
"8147","MORE FIRE",1
"8148","PITCHFORK",1
"8149","PLAINCLOTHES",1
"8150","SPRINGILY",1
"8151","TALLER AND",1
"8152","LAKESIDE",3
"8153","WAR ROAD",1
"8154","BEARS YOU",1
"8155","BRUTE",2
"8156","DELACROIX",2
"8157","MOSEY",1
"8158","HAZELNUT",2
"8159","MISFIRE",1
"8160","WHITE TAILED",3
"8161","JERRYCAN",1
"8162","TERRAN",1
"8163","UPRISING",4
"8164","BRIG",1
"8165","TIMBER WOLF",1
"8166","UP LITERALLY",1
"8167","YOUTHS",1
"8168","BEAU",2
"8169","JET SKI",2
"8170","PAL",8
"8171","DULUTH",2
"8172","HIGHLAND",5
"8173","PAC",1
"8174","AWAY THE",4
"8175","LAKE AFTER",1
"8176","LAKE AT",1
"8177","NOISE IT",1
"8178","OFFSHORE",1
"8179","POINT WE",1
"8180","SCREAM WE",1
"8181","SCREAMING THE",1
"8182","SHORE BEACH",1
"8183","STEEPLY AFTER",1
"8184","GRUMPY",1
"8185","DITCH WAY",1
"8186","LOVEY",1
"8187","WELT",2
"8188","AWAY THIS",1
"8189","BLACK DUCK",1
"8190","IL",25
"8191","ROCKFORD",2
"8192","SHORE IT",1
"8193","NOTATION",2
"8194","SLIPPERY",8
"8195","TRIMMED",2
"8196","HOARSE",1
"8197","WHOOP HOWLS",2
"8198","HANDLEBAR",3
"8199","ROSEAU",1
"8200","GREEN WATER",7
"8201","ONE LANE",2
"8202","HEAD FIRST",1
"8203","LAMB",2
"8204","MARAUD",1
"8205","NINA MOOSE",2
"8206","PORTAGE",4
"8207","PUSSY",2
"8208","RAMS HEAD",2
"8209","STAMMER",1
"8210","STUBBORN",2
"8211","BARKING HOWLING",1
"8212","CACOPHONY",1
"8213","FOREBODE",2
"8214","LLAMA",1
"8215","OMNIPRESENT",1
"8216","EAT WE",1
"8217","SKELETON",4
"8218","BABBITT",1
"8219","BEREAVE",4
"8220","LAIR",7
"8221","LASSA",1
"8222","YAHTZEE",1
"8223","JIBBING",2
"8224","NPR",2
"8225","CONE SHAPED",2
"8226","NETTING",5
"8227","NEWFANGLED",1
"8228","SILVERY GRAY",3
"8229","TYPIFY",1
"8230","JEANETTE",2
"8231","ORR",2
"8232","SCRAGGY",2
"8233","WRY",1
"8234","AFFIX",3
"8235","BURL",5
"8236","LOP",5
"8237","ALCOA",1
"8238","CONSPICUOUS",2
"8239","NORTH NORTHEAST",4
"8240","TWITTER",1
"8241","JEWEL",1
"8242","ADMIT TINGLY",1
"8243","IMPERIAL",1
"8244","OLD RIDING",1
"8245","PEG",7
"8246","PETTICOAT",1
"8247","ROAD THE",1
"8248","BLOWOUT",1
"8249","EVENING MORNING",1
"8250","SCREAMING GRUNTING",1
"8251","MOANING TYPE",1
"8252","SAVAGE",5
"8253","BLASE",8
"8254","DEFORMED LOOKING",1
"8255","HUMAN TYPE",1
"8256","DISYLLABIC",1
"8257","PERIPHERY",2
"8258","INFERRED",1
"8259","FIRECRACKER",3
"8260","CROQUET",1
"8261","OBNOXIOUS",4
"8262","MANLIKE",4
"8263","CHASM",4
"8264","ENLARGEABLE",1
"8265","SEVEN FEET",1
"8266","REDDISH AUBURN",1
"8267","STRIDE LEAP",1
"8268","CAROLINGIAN",1
"8269","CHICHI",1
"8270","CHILDLIKE",6
"8271","OLD BOY",1
"8272","SEEMED QUITE",1
"8273","TWAS",2
"8274","US THEN",4
"8275","WALK HE",1
"8276","WITH LONG",1
"8277","YARDS AHEAD",1
"8278","EVASION",3
"8279","APT CLEAN",1
"8280","COLOR UNTIL",1
"8281","HOME SOMETIMES",1
"8282","MOLDY",1
"8283","RECTILINEAR",1
"8284","RIGHTO",3
"8285","SIC",1
"8286","SIDE MOVING",1
"8287","SIGHT TALKING",1
"8288","SORRY BUT",1
"8289","WAY THE",2
"8290","WESLEYAN",1
"8291","SWASH",4
"8292","BRUSSELS",1
"8293","PRINTS SIMILAR",1
"8294","LOWLAND",3
"8295","ELEM",1
"8296","MINN",3
"8297","BEFORE MY",1
"8298","BOYFRIEND SEEN",1
"8299","FRIEND WHICH",2
"8300","PUZZLED WE",1
"8301","ROD EWE",1
"8302","SIGHTING HAD",1
"8303","TIME WENT",1
"8304","HANNAH",3
"8305","HEADLIGHT SAND",1
"8306","HUGE FAST",1
"8307","INVOLUNTARY",1
"8308","IRVINE",1
"8309","SHOULDER WENT",1
"8310","SIDE GOING",1
"8311","SOMETHING BUT",1
"8312","WHIRLWIND",1
"8313","XMAS",5
"8314","NUB",1
"8315","SNARK",5
"8316","SPIGOT",3
"8317","CONTACTABLE",1
"8318","LOO",3
"8319","FOREST THESE",1
"8320","WHOOPS THESE",1
"8321","MARSH LIKE",1
"8322","ROCK OVERHANG",1
"8323","WINGS WAS",1
"8324","GORILLA IT",1
"8325","CENTER LINE",3
"8326","SATEEN",7
"8327","BLOTTER",3
"8328","DISPENSARY",2
"8329","PATROLLING",5
"8330","SERPENTINE",3
"8331","GRANDDADDY",3
"8332","GUARDIAN",1
"8333","SAVANNAH",2
"8334","WILD EYED",1
"8335","TORN EN",1
"8336","WHERE WE",1
"8337","BLARE",3
"8338","FANNED",1
"8339","NOISY",1
"8340","RAPID FIRE",1
"8341","SHELVE",1
"8342","PAPERS DEER",1
"8343","DARLING TON",1
"8344","DIVE RAND",1
"8345","MECHANISTICALLY",1
"8346","ERHARD",1
"8347","FILLIP",6
"8348","MERTON",1
"8349","WOODROW",2
"8350","BIRD FARM",1
"8351","GROUND THE",3
"8352","LINEBACKER",7
"8353","SCORN",16
"8354","TOPPING",1
"8355","IT YOU",1
"8356","OCCASIONS WE",1
"8357","PASTIME",3
"8358","THAT IT",1
"8359","VIOLINCELLO",1
"8360","ANYTHING THE",2
"8361","GAIT",2
"8362","GRAND MOM",1
"8363","LAUGH YOU",1
"8364","MINUTES THEN",2
"8365","NT",1
"8366","TALL CALLED",1
"8367","CLOTHING IT",1
"8368","COLOR THIS",2
"8369","FLEAPIT",1
"8370","FRANCIS",1
"8371","HAPPENSTANCE",2
"8372","HEAP",3
"8373","HUNTER THEN",1
"8374","MT PLEASANT",1
"8375","OCCURRED THE",1
"8376","PHOTOGRAPH WHILE",1
"8377","SAW BECAUSE",1
"8378","THOUGH AFTER",1
"8379","TOWHEE",2
"8380","TRAIL IT",1
"8381","BERKELEY",1
"8382","ASHE POO",1
"8383","EDDIE",3
"8384","INFEST",2
"8385","INST REST",1
"8386","VISOR",2
"8387","LYDIA",1
"8388","APE THAT",1
"8389","DOWN THOUGHT",1
"8390","FIST THEREFORE",1
"8391","LATE ABOUT",2
"8392","ORANGE BROWN",5
"8393","SSE",3
"8394","CORTLAND",1
"8395","BLACK HAIRED",1
"8396","AFTERWORD",1
"8397","AMPHITHEATER",2
"8398","FLA",12
"8399","KEOKUK",1
"8400","CHILDISH",3
"8401","DEER BEAR",1
"8402","NEOCON",1
"8403","RABBIT OPOSSUM",1
"8404","BHUTTO",1
"8405","CLENCH",2
"8406","GENITALIA",7
"8407","JACKIE",13
"8408","EXHALATION",4
"8409","HUMAN SHAPED",2
"8410","LEFT AROUND",1
"8411","PINE STRAW",2
"8412","BARN WELL",2
"8413","HART WELL",1
"8414","RUSSEL",1
"8415","SUREFIRE",1
"8416","THUMB SNAP",1
"8417","NYC",1
"8418","HAIRY VERY",1
"8419","HORSETAIL",1
"8420","RUSHMORE",1
"8421","CAMP MANY",1
"8422","ENCAMP",2
"8423","ERRAND",1
"8424","FELT HOW",1
"8425","HUMAN SHE",1
"8426","SD",2
"8427","SIOUX",3
"8428","THE SURPRISE",1
"8429","CURVATURE",2
"8430","NONWORKING",1
"8431","SMACK SMACK",1
"8432","TORSO BODY",1
"8433","WANNABEE",3
"8434","GABLE",1
"8435","MORTICIAN",1
"8436","PLATTE WINNER",1
"8437","MID ECHO",1
"8438","MOANING CRYING",1
"8439","TALL MAN",1
"8440","YAPPING HOWLING",1
"8441","ATTUNE",2
"8442","EVENING NICE",1
"8443","HALFHEARTED",1
"8444","LIVED VERY",1
"8445","UNICORN",1
"8446","BULL COW",1
"8447","CRAP",4
"8448","DAYCARE",2
"8449","FAST WALKING",1
"8450","MANNED",2
"8451","SOMEONE THING",1
"8452","THAT MUMBLED",1
"8453","TROLL",8
"8454","AERIAL",3
"8455","CLIPPER",2
"8456","WELL TRAVELED",2
"8457","SCREAMS HOWLS",1
"8458","AGAIN HIS",1
"8459","ALONE WHATEVER",1
"8460","BIGFOOT NOW",1
"8461","BLACKISH",2
"8462","CATTLE THAT",1
"8463","CORNER MY",1
"8464","CURIOUS SO",1
"8465","FARM BUT",1
"8466","FURTHER TO",1
"8467","FURZE",1
"8468","HER JUST",1
"8469","HOGGED",2
"8470","HOGGING",1
"8471","HUNTING NO",1
"8472","MOVEMENT AFRAID",1
"8473","PROTECTIONIST",1
"8474","QUIET NO",1
"8475","RAND",1
"8476","ROAD COME",1
"8477","SHE NOT",1
"8478","SON AND",2
"8479","SON WHO",1
"8480","SPOT AREA",1
"8481","TALL HAD",1
"8482","THIS SAYS",1
"8483","TREE SWAYING",1
"8484","US BUT",2
"8485","WANTED SHE",1
"8486","WHEREAT",1
"8487","WHILE THERE",1
"8488","WORD SIT",1
"8489","ROUNDUP",2
"8490","BORDER TOWN",1
"8491","DAMMING",3
"8492","RESERVATION SOUTH",1
"8493","CC",2
"8494","ULULATE",1
"8495","USA",3
"8496","GATLING",1
"8497","SQUEEGEE",1
"8498","WOVE",7
"8499","HARRIDAN",1
"8500","BIPED ALLY",3
"8501","JUMBLE",3
"8502","OUTFLANK",3
"8503","SHINED AIMED",1
"8504","SOLIDIFY",2
"8505","SPELUNKING",3
"8506","TELLY",1
"8507","TRAIL THE",1
"8508","CHICKWEED",2
"8509","CANOE CAMPING",2
"8510","FOUR FIVE",4
"8511","BUDGE",2
"8512","COWS HORSES",1
"8513","EEL",8
"8514","FISHY",1
"8515","GAP NEEDLESS",1
"8516","HECTIC",1
"8517","LEFT WHEN",1
"8518","OF THE",1
"8519","RIVE RAND",2
"8520","SOOTHE",1
"8521","TINSMITH",1
"8522","CHRISTOLOGY",1
"8523","SPLINT",1
"8524","TVA",3
"8525","RICKEY",1
"8526","RICKY",5
"8527","ANIMAL HE",1
"8528","BORNE",1
"8529","HEREON",1
"8530","SIGHTING HE",1
"8531","SIGHTINGS WHAT",1
"8532","GRAHAM",14
"8533","BIGFOOT THIS",1
"8534","HOMESCHOOLING",1
"8535","GENIAL",2
"8536","LOW BEAMS",1
"8537","PERCY",1
"8538","RUBBLE",2
"8539","ENCOMPASS",4
"8540","OUR LIGHTS",1
"8541","YELL WHISPER",1
"8542","BILLOW",1
"8543","CATAPULT",1
"8544","CLIPPED",2
"8545","CONCLUSIVE",9
"8546","DIVOT",3
"8547","HEATER",10
"8548","NEGATE",1
"8549","SHUDDER",5
"8550","YEKATERINBURG",1
"8551","BARITONE",2
"8552","CONSTRUE",4
"8553","FIRE BRUSH",1
"8554","FIRST HAND",6
"8555","HEARD INCLUDING",1
"8556","NIGHT NO",1
"8557","PROGRESSION",1
"8558","QUIETUDE",1
"8559","RECURRENCE",1
"8560","THU SLY",1
"8561","TRANSISTORIZE",1
"8562","US WOULD",1
"8563","WAY SOUNDED",1
"8564","QUICKLY WE",1
"8565","EGRESS",1
"8566","HALF STEPPED",2
"8567","LATE NIGHT",3
"8568","SHELBY",3
"8569","BARBED WIRE",3
"8570","BREATHLESS",2
"8571","BRISTOL",3
"8572","DID WITH",1
"8573","FIELD CROSSED",1
"8574","HUNT THE",1
"8575","LEGS SWINGING",1
"8576","LOADER",1
"8577","RANGE NO",1
"8578","TORSO THE",1
"8579","WAIVE",2
"8580","BEAR ABOUT",1
"8581","DRIVEWAY ITS",1
"8582","LEO",4
"8583","NELL",1
"8584","NUTTY",2
"8585","REGRESS",1
"8586","COWBOY",6
"8587","DI",10
"8588","JUNEAU",2
"8589","CISCO",1
"8590","LIGHTWEIGHT WHEN",1
"8591","LITTLE THIS",1
"8592","ON WENT",1
"8593","ON WHEN",1
"8594","WAS ABOUT",1
"8595","BRIDGET",1
"8596","CALIBAN",1
"8597","CHILD WE",1
"8598","DISH WATER",1
"8599","GUESS MY",1
"8600","HIM OUR",1
"8601","HUNGRY THIS",1
"8602","IS IF",1
"8603","MALE MY",1
"8604","PADDY",8
"8605","PLUMB",2
"8606","VEG HE",1
"8607","WRIT",12
"8608","HICKMAN",1
"8609","DOCENT",3
"8610","MATRIARCHAL",1
"8611","HAWKINS",1
"8612","ANIMAL SEEN",2
"8613","FREQUENTLY THAT",1
"8614","GIZZARD",3
"8615","HAIRY IT",1
"8616","SCAT TRACKER",1
"8617","MOUNTAIN IT",1
"8618","OUTSHOUT",1
"8619","CONFIDE",3
"8620","LOUDHAILER",1
"8621","APPLETON",1
"8622","ENTRYWAY",1
"8623","ZION",1
"8624","HOWELL",1
"8625","BUCK SHOT",5
"8626","INJURED",1
"8627","ELUDE",5
"8628","STUNNING",2
"8629","BUSH HOGGED",1
"8630","DOGLEGGED",3
"8631","FISHTAIL",2
"8632","FOOT WIDE",1
"8633","VECTOR",1
"8634","LONGSTANDING",1
"8635","PONCE",1
"8636","RELENTLESS",1
"8637","SOBER MINDED",1
"8638","TRANQUILITY",1
"8639","CPR",1
"8640","EXAMINER",2
"8641","SOB",3
"8642","DOG WHEN",1
"8643","SCATTERED THE",1
"8644","VIABLY",1
"8645","IDA",1
"8646","CLOVIS",2
"8647","FLOORBOARD",3
"8648","OFFSET",1
"8649","MATADOR",1
"8650","BLAKE",1
"8651","RICHIE",1
"8652","CAPPING",1
"8653","HATTED",1
"8654","NORRIS",3
"8655","TESTIMONIAL",2
"8656","ARMORY",1
"8657","CAMILLE",1
"8658","CAMPBELL",16
"8659","COINCIDE",6
"8660","CRIMINOLOGIST",4
"8661","CRYPT",3
"8662","DEATHLIKE",3
"8663","DOT SONS",1
"8664","DOTSON",3
"8665","EUTHANIZE",1
"8666","HERBIVOROUS",1
"8667","JEROME",1
"8668","LATECOMER",1
"8669","LENNON",2
"8670","MACAQUE",2
"8671","MOSES",11
"8672","MUG WAY",1
"8673","RAMSEY",3
"8674","STINKBUG",1
"8675","UNCATALOGUED",2
"8676","VETERINARY",2
"8677","VINCE",9
"8678","ZOOLOGIST",2
"8679","CALLER HUNG",1
"8680","DETENTE",2
"8681","FOGGED SORRY",1
"8682","INTOXICATE DAFTER",1
"8683","OFFICER ONE",1
"8684","CRATER",2
"8685","CUFF",5
"8686","RUSKIN",2
"8687","MAX",4
"8688","BEDIM",1
"8689","COMIC",2
"8690","INEBRIATE",3
"8691","IVORY BILLED",1
"8692","JAVELIN",8
"8693","KETCH UP",3
"8694","LOCKHEED",1
"8695","MOTIVATIONAL",1
"8696","PAPERBACK",1
"8697","REMEMBERED",1
"8698","SERENDIPITY",1
"8699","SUBMITTER",3
"8700","TED",1
"8701","WELL STOCKED",1
"8702","HORSE THEY",1
"8703","PRANCE",3
"8704","STATIC",5
"8705","WELL BROKE",1
"8706","GROAN ED",1
"8707","LIQUOR",1
"8708","TRINITY",28
"8709","PALEFACE",1
"8710","GUTSY",1
"8711","MOCKINGBIRD",1
"8712","MOTORCYCLE HORSE",1
"8713","RANCH LAND",1
"8714","RELAXATION",2
"8715","SCISSOR TAILS",1
"8716","SPRAWL",1
"8717","ANTHROPOMORPHIC",2
"8718","BAIT",9
"8719","EN LAW",1
"8720","HIE",3
"8721","HOBBIES SO",1
"8722","KNEECAP",2
"8723","MID BODY",1
"8724","REPTILE",1
"8725","GREER",2
"8726","GRITTING",1
"8727","SAGUARO",1
"8728","SONORA",13
"8729","SYNCHRONOUS",1
"8730","OVERESTIMATE",1
"8731","OUTSIDE WHILE",1
"8732","MUSKY FECAL",1
"8733","RECKON",2
"8734","SEMI CROUCHED",1
"8735","TOLEDO",1
"8736","ANGELINA",2
"8737","BOTTOM LAND",5
"8738","COVER THE",1
"8739","LOCO",1
"8740","RIVER THIS",1
"8741","TEXAS ONE",1
"8742","TIMES THE",1
"8743","TUSK",3
"8744","US WHATEVER",1
"8745","DROUGHT",7
"8746","MIDPOINT",2
"8747","MINDFUL",3
"8748","PANHANDLE",7
"8749","SLUMP",2
"8750","BEAR IT",3
"8751","BEFORE THIS",1
"8752","BLOWING AND",1
"8753","CAGEY",1
"8754","CE",2
"8755","CREAK THE",1
"8756","DEER LEASE",1
"8757","DICE",2
"8758","FIREARM SAND",1
"8759","GLENN",1
"8760","GOING WE",2
"8761","HAPPENED WE",1
"8762","NOISE THE",1
"8763","OLDISH",2
"8764","PATH MY",1
"8765","PLACES YOU",1
"8766","SEEN AFTER",1
"8767","SEEN BUT",3
"8768","SWITCHBLADE",1
"8769","THICK AFTER",1
"8770","TIME WHATEVER",1
"8771","TRUCKLOAD",1
"8772","WENT AND",1
"8773","BEARLIKE",5
"8774","CONJECTURE",3
"8775","DARYL",8
"8776","SCRUTINY",2
"8777","TAWNY BROWN",1
"8778","RUDDY",1
"8779","DUMBSTRUCK",2
"8780","GILMORE",2
"8781","MONKEY MAN",1
"8782","ALFORD",1
"8783","LANDON",2
"8784","SPY CAM",1
"8785","BANNED",4
"8786","BLIP",2
"8787","COMPOSER",1
"8788","ESTRUS",2
"8789","GRILLE",3
"8790","PVC",3
"8791","SKULK",2
"8792","BIGFOOT TYPE",2
"8793","CRAIG",9
"8794","VARMINT",5
"8795","WOOL HEATER",1
"8796","DOWNSHIFT",1
"8797","SAM",24
"8798","COLD SPRING",1
"8799","CRAMPON",1
"8800","EXPECTANT",1
"8801","MISSTEP",2
"8802","OUT THE",2
"8803","ZIPPING",7
"8804","GRUNT GROWLS",1
"8805","IMPERSONATE",3
"8806","MACINTOSH",3
"8807","DELANEY",3
"8808","GALE",4
"8809","HILL CREST",1
"8810","LONGHORN",2
"8811","MORROW",1
"8812","SATURN",1
"8813","SHINNY",2
"8814","MARROW",2
"8815","HIGHER PITCHED",3
"8816","BROOK SHIRES",1
"8817","FRANKS TON",1
"8818","BOA TRAMP",1
"8819","EMU",1
"8820","WANTED",1
"8821","WOOLGATHERING",1
"8822","VANZETTI",1
"8823","SOBBING",2
"8824","SPANNING",3
"8825","STD",1
"8826","ALTON",3
"8827","FROSTBIT",1
"8828","HIGGINS",2
"8829","BACCALAUREATE",1
"8830","DUO",2
"8831","GRAY BROWN",1
"8832","HALF TROT",1
"8833","HALF WADDLE",1
"8834","PHOTOS GUESSING",1
"8835","ANNETTE",1
"8836","EAST SIDE",1
"8837","MURK",3
"8838","WEATHER FORD",2
"8839","CAPTOR",1
"8840","DISMAY",6
"8841","DOGGED",1
"8842","EMBARK",2
"8843","MANEUVER",8
"8844","MUG",3
"8845","SABINE",5
"8846","SEMIAUTOMATIC",1
"8847","VULTURE",4
"8848","BRAZOS",6
"8849","CRUMPLE",3
"8850","TENT CANOE",1
"8851","BRANCHLIKE",1
"8852","DRAWING PHOTOS",1
"8853","GULF PORT",1
"8854","KEEPERS RESEARCHERS",1
"8855","KING CAB",1
"8856","POSS",2
"8857","POSSESSIVE",1
"8858","SHOULDERED BIG",1
"8859","SHRUBS BUSHES",1
"8860","TEXAS",1
"8861","WILBERT",1
"8862","ALL THE",1
"8863","BABOON LIKE",1
"8864","CREEK BOTTOM",2
"8865","FAMILY OWNED",1
"8866","RAYBURN",3
"8867","STAGECOACH",1
"8868","WOODWARD",3
"8869","AUTUMN WHILE",1
"8870","CASK",3
"8871","GASP STARTLED",1
"8872","SWEET GUM",2
"8873","VIRGIN",7
"8874","CAROL",11
"8875","INTERWOVEN",5
"8876","LUBBOCK",2
"8877","CONTENTIOUS",1
"8878","KW",7
"8879","SHERRI",3
"8880","SPLENDOR",1
"8881","KING WOOD",2
"8882","KOONTZ",2
"8883","SQUALL",2
"8884","STEPDAD",8
"8885","DOS",3
"8886","IMPROMPTU",1
"8887","JOGGED",11
"8888","LONG JUMPER",1
"8889","PADLOCK",1
"8890","RUSTY RED",2
"8891","SLITHER",3
"8892","SMILEY",1
"8893","UPSET CLEARLY",1
"8894","PEAR SHAPE",1
"8895","PIN OAK",2
"8896","SHAUN",1
"8897","DAY LITE",1
"8898","DISTANCE THEY",1
"8899","PRIME MATE",1
"8900","PROPERTY WE",1
"8901","WEST WOOD",1
"8902","HEALTHFUL",1
"8903","PERMITTED IN",1
"8904","SNIPE",7
"8905","TRIKE",2
"8906","COMPETENT",2
"8907","FIRE TRAIL",1
"8908","SYLLABLE",3
"8909","METHS",2
"8910","MOONLIGHT THE",1
"8911","AMBIGUOUS",1
"8912","DOUBLE KNOCK",2
"8913","EASTWARD",1
"8914","LOW STAKED",1
"8915","ONE NIGHT",1
"8916","WELL STRUCK",1
"8917","BRAD FIELD",1
"8918","DANGERFIELD",2
"8919","LYNN",8
"8920","BOW FISHING",1
"8921","CRAGGY",1
"8922","ENTANGLE",1
"8923","FICTITIOUS",1
"8924","FRANKENSTEIN GENRE",1
"8925","GREGG",1
"8926","POUNCE",1
"8927","CLASSIFIED",1
"8928","OPOSSUM",8
"8929","BUGGED",3
"8930","INSEAM",2
"8931","LOCUS",1
"8932","COMPRESSOR",2
"8933","TAILOR",7
"8934","IND",2
"8935","MONTH ME",1
"8936","SHADOW IT",1
"8937","TALKATIVE",3
"8938","SINGLE CAR",1
"8939","CUSHION",2
"8940","GRIND",3
"8941","HOODLUM",1
"8942","MESQUITE",8
"8943","NONDRINKER",1
"8944","NONSMOKER",1
"8945","PAMPAS",2
"8946","RE BAIT",1
"8947","TROT LINE",1
"8948","TROT LINES",1
"8949","REPELLING",1
"8950","UNDERCUT",1
"8951","MIDLAND",2
"8952","CORRESPONDENCE",1
"8953","FIELD AND",1
"8954","OLDER WE",1
"8955","PINKISH",2
"8956","TEXAN",2
"8957","BRANCHES BRUSH",1
"8958","LIKEN",10
"8959","SILVER GRAYISH",1
"8960","BODILY",2
"8961","EXTRAPOLATE",1
"8962","PANAMA",3
"8963","SEDGY",4
"8964","CRAP WET",1
"8965","PARSON",6
"8966","GRACKLE",1
"8967","LAVE",2
"8968","SCRUNCH",1
"8969","UNLOCK",7
"8970","WAX",1
"8971","SCREAMS CLACKING",1
"8972","WINDSCREEN",1
"8973","CROCKETT",1
"8974","TERESA",1
"8975","VAULT LEAP",1
"8976","DOWN THIS",2
"8977","ELK HART",2
"8978","FORWARD THEN",1
"8979","GRAPE LAND",1
"8980","NECK IT",2
"8981","OVERRUN",1
"8982","WITS THEN",1
"8983","COMMERCE",3
"8984","FOSSIL",5
"8985","HORTON",3
"8986","HEAD HE",1
"8987","CHOW",4
"8988","DEER HUNTER",1
"8989","PIGLET",3
"8990","GARGLE",2
"8991","MED HIGH",1
"8992","GOAT NECK",1
"8993","BEFORE THERE",1
"8994","BRAZZAVILLE",4
"8995","CAVERN",2
"8996","KICKAPOO",2
"8997","KINNEY",2
"8998","LAREDO",1
"8999","SOILED",1
"9000","SORCERESS",1
"9001","AIDED",2
"9002","CST",3
"9003","FOREST WOODS",1
"9004","GNARL",2
"9005","HANDICAPPER",1
"9006","LAMAR",2
"9007","NAIL GUNS",1
"9008","SECONDHAND",7
"9009","STANDSTILL",3
"9010","STRAIGHT UP",2
"9011","TYPESETTING",1
"9012","CLOBBER",1
"9013","FLINCH",4
"9014","ONEROUS",1
"9015","GUADALUPE",2
"9016","INTERMINGLE",1
"9017","MOBILE HOME",4
"9018","PEEPHOLE",1
"9019","WINDOW SHE",1
"9020","BLUE CREEK",1
"9021","OVERCAME",7
"9022","SEVEN FOOT",1
"9023","NIXON",1
